WIN,LOSS
Binghamton: Marin & Santora,Pittsburgh: Reznik & Shah
Binghamton: Marin & Santora,Purdue: Crisan & Manian
Binghamton: Marin & Santora,Purdue: Senapati & Sumita
Binghamton: Marin & Santora,Rutgers-Newark: Ogundare & St.Clair
Binghamton: Marin & Santora,Samford: Gill & Riggs
Binghamton: Marin & Santora,Southern California: Freeman & Khan
Binghamton: Marin & Santora,Tufts: Li & Stinson
Binghamton: Marin & Santora,UMass Amherst: Mukherjee & Stinson
Binghamton: Marin & Santora,UT Dallas: Karchmer & Sendejas
Binghamton: Marin & Santora,Wichita State: Freeman & McManus
Binghamton: Marin & Santora,Wichita State: Hummingbird & Molina Chavez
Binghamton: Marin & Santora,Wichita State: Hummingbird & Molina Chavez
Binghamton: Marin & Santora,Wyoming: Cole & Powers
Binghamton: Marin & Santora,Wyoming: Lassen & Mitchell
Binghamton: Marin & Santora,Wyoming: Lassen & Swidecki
Binghamton: Peguero & Picallo,Baylor: Nguyen & Wyatt
Binghamton: Peguero & Picallo,Columbia: Weintraub & Winnick
Binghamton: Peguero & Picallo,Cornell: Abrams & Li
Binghamton: Peguero & Picallo,Emory: Dumas & McKyton
Binghamton: Peguero & Picallo,Florida: Karcher & Mathi
Binghamton: Peguero & Picallo,Harvard: Gilmer-Hill & Mukherjee
Binghamton: Peguero & Picallo,Harvard: Ogbogu & Yeboah
Binghamton: Peguero & Picallo,Houston: Gamble & Koort
Binghamton: Peguero & Picallo,Houston: Khan & Woeste
Binghamton: Peguero & Picallo,Kansas State: Thoeni & Turner
Binghamton: Peguero & Picallo,Liberty: Copeland & Robinson
Binghamton: Peguero & Picallo,Minnesota: Amundsen & Sun
Binghamton: Peguero & Picallo,Minnesota: Frese & Moriarty
Binghamton: Peguero & Picallo,Missouri State: Hartter & Parrish
Binghamton: Peguero & Picallo,Monmouth: Dailey & Santos
Binghamton: Peguero & Picallo,NYU: Hussain & Pierce
Binghamton: Peguero & Picallo,NYU: Hussain & Pierce
Binghamton: Peguero & Picallo,NYU: Kim & Scott
Binghamton: Peguero & Picallo,Wayne State: Bagdon & Reynolds
Binghamton: Peguero & Picallo,Western Washington: Allen & Haindfield
Binghamton: Picallo & T. Louis,Binghamton: Marin & Santora
Binghamton: Picallo & T. Louis,Boston College: Carter & Cheek
Binghamton: Picallo & T. Louis,Emory: Conry & Rupp
Binghamton: Picallo & T. Louis,Emory: Doubledee & Satovsky
Binghamton: Picallo & T. Louis,Emory: Kim & Shirts
Binghamton: Picallo & T. Louis,George Mason: Loew & Reed
Binghamton: Picallo & T. Louis,Georgetown: Cowan & Sayers
Binghamton: Picallo & T. Louis,Georgetown: Lawless & Wang
Binghamton: Picallo & T. Louis,Georgetown: Lawless & Wang
Binghamton: Picallo & T. Louis,Georgia: Mruz & Vale
Binghamton: Picallo & T. Louis,Gonzaga: Dawson & Zabolio
Binghamton: Picallo & T. Louis,Harvard: Dean & Farronay
Binghamton: Picallo & T. Louis,Harvard: Gilmer-Hill & Mukherjee
Binghamton: Picallo & T. Louis,Harvard: Gines & Ogbogu
Binghamton: Picallo & T. Louis,Harvard: Kundu & Yeboah
Binghamton: Picallo & T. Louis,Houston: Corpus Hernandez & Sanchez
Binghamton: Picallo & T. Louis,Houston: Goodrich & Rehman
Binghamton: Picallo & T. Louis,Iowa: Cavanaugh & Ella
Binghamton: Picallo & T. Louis,Iowa: Cavanaugh & Ella
Binghamton: Picallo & T. Louis,Iowa: Putney & Sanders
Binghamton: Picallo & T. Louis,James Madison: Brown & Conway
Binghamton: Picallo & T. Louis,James Madison: Pelletier & Rinehart
Binghamton: Picallo & T. Louis,Kansas: Barreto & Spiers
Binghamton: Picallo & T. Louis,Kansas: Harris & Soper
Binghamton: Picallo & T. Louis,Kansas: Harris & Soper
Binghamton: Picallo & T. Louis,Kansas: Harris & Soper
Binghamton: Picallo & T. Louis,Kansas: Harris & Wilkus
Binghamton: Picallo & T. Louis,Kansas: Martinez & McConnell
Binghamton: Picallo & T. Louis,Kansas: Park & Semrick
Binghamton: Picallo & T. Louis,Liberty: Posey & Wallenmeyer
Binghamton: Picallo & T. Louis,Liberty: Posey & Wallenmeyer
Binghamton: Picallo & T. Louis,Liberty: Posey & Wallenmeyer
Binghamton: Picallo & T. Louis,Macalester: Price & Williams
Binghamton: Picallo & T. Louis,Michigan State: Gearring & Scott
Binghamton: Picallo & T. Louis,Michigan: Harrington & Rabbini
Binghamton: Picallo & T. Louis,Michigan: Ippagunta & McDermott
Binghamton: Picallo & T. Louis,Missouri State: Albright & Burns
Binghamton: Picallo & T. Louis,Missouri State: Cade & Kauffman
Binghamton: Picallo & T. Louis,Navy: Choi & Santiago
Binghamton: Picallo & T. Louis,Navy: Korlacki & Rock
Binghamton: Picallo & T. Louis,New School: Butler & Lima Boudakian
Binghamton: Picallo & T. Louis,Northwestern: Chuang & Pacconi
Binghamton: Picallo & T. Louis,Northwestern: Deo & Wegener
Binghamton: Picallo & T. Louis,NYU: Makinde & Saigal
Binghamton: Picallo & T. Louis,NYU: Makinde & Saigal
Binghamton: Picallo & T. Louis,NYU: Nakakura & Ziabkin
Binghamton: Picallo & T. Louis,NYU: Nakakura & Ziabkin
Binghamton: Picallo & T. Louis,NYU: Scott & Sun
Binghamton: Picallo & T. Louis,Oklahoma: Bost & Perez
Binghamton: Picallo & T. Louis,Oklahoma: Sullivan & NA
Binghamton: Picallo & T. Louis,Rutgers-Newark: Ogundare & St.Clair
Binghamton: Picallo & T. Louis,Samford: Blackwell & Riggs
Binghamton: Picallo & T. Louis,Samford: Gill & Riggs
Binghamton: Picallo & T. Louis,Texas: Healey & Noriega
Binghamton: Picallo & T. Louis,Towson: Christ & Tittle
Binghamton: Picallo & T. Louis,Trinity: Patterson & Toro
Binghamton: Picallo & T. Louis,Tufts: Li & Stinson
Binghamton: Picallo & T. Louis,Tufts: Raman & Stinson
Binghamton: Picallo & T. Louis,Wake Forest: Bathily & Puerto
Binghamton: Picallo & T. Louis,Wake Forest: Bathily & Smith
Binghamton: Picallo & T. Louis,Wake Forest: Bressler & Mojica
Binghamton: Picallo & T. Louis,Wake Forest: Butler & Shaw
Binghamton: Picallo & T. Louis,Wake Forest: Leadham & Torguson
Binghamton: Picallo & T. Louis,Wake Forest: Luckett & Taylor
Binghamton: Picallo & T. Louis,Wake Forest: Luckett & Taylor
Binghamton: Picallo & T. Louis,Western Washington: Haindfield & King
Binghamton: Picallo & T. Louis,Wichita State: Babcock & Babcock
Binghamton: Picallo & T. Louis,Wyoming: Lassen & Powers
Binghamton: Schwartz & Ward,Binghamton: Cohn & Ridenhour
Binghamton: Stiller & Wang,Rochester: Liu & Zubrzycki
Binghamton: Stiller & Wang,Rochester: Okoase & Rosenblut
Binghamton: T. Louis & Trivino,Kansas: Harris & Hines
Binghamton: Treulich & Whitefield,Army: Kopotic & McCabe
Binghamton: Treulich & Whitefield,Rochester: Cheng & Hoang
Binghamton: Treulich & Whitefield,Rochester: Okoase & Rosenblut
Binghamton: Waxman & Zaher,Army: McGee & Reenan
Binghamton: Waxman & Zaher,Rochester: Cheng & Hoang
Boston College: Carter & Cheek,Emporia State: Krambeer & Reed-Valizan
Boston College: Carter & Cheek,Gonzaga: Dawson & Zabolio
Boston College: Carter & Cheek,Gonzaga: Moreno & Morioka
Boston College: Carter & Cheek,Harvard: Dean & Gines
Boston College: Carter & Cheek,Indiana: Fish & Hoham
Boston College: Carter & Cheek,Kansas: Lee & Woodcock
Boston College: Carter & Cheek,Michigan: Hsu & Kuo
Boston College: Carter & Cheek,Missouri State: Cade & Grace
Boston College: Carter & Cheek,Navy: Korlacki & Rock
Boston College: Carter & Cheek,New School: Butler & Lima Boudakian
Boston College: Carter & Cheek,Oklahoma: Bost & Perez
Boston College: Carter & Cheek,Tufts: Raman & Stinson
Boston College: Carter & Cheek,UT Dallas: Lasseter & Watson
Boston College: Carter & Cheek,Western Washington: Haindfield & King
Boston College: Carter & Cheek,Western Washington: Haindfield & King
Boston College: Carter & Cheek,Western Washington: Roark & Shaw
Boston College: Carter & Zhang,George Mason: Matibe & Portalatin
Boston College: Carter & Zhang,Houston: Aryal & Garrett
Boston College: Carter & Zhang,Houston: Bonnete & Whiteley
Boston College: Carter & Zhang,Houston: Hoxha & Khan
Boston College: Cheek & Gleason,Baylor: Darwish & Hudson
Boston College: Cheek & Gleason,Central Oklahoma: Wendland & Williams
Boston College: Cheek & Gleason,CSU Fullerton: Delgado & Wiessner
Boston College: Cheek & Gleason,Emory: Sandhu & Waghray
Boston College: Cheek & Gleason,George Mason: Bhurtel & Fuchs
Boston College: Cheek & Gleason,Georgia: Mruz & Vale
Boston College: Cheek & Gleason,Mary Washington: Dover & Hudgins
Boston College: Cheek & Gleason,New School: Chaturvedi & Kaase
Boston College: Cheek & Gleason,Southern California: Jack & Lopez
Boston College: Cheek & Gleason,Texas: Christ & Wang
Boston College: Cheek & Gleason,UT Dallas: Karchmer & Sendejas
Boston College: Cheek & Gleason,Wake Forest: Perez & Sayoto
Boston College: Cheek & Gleason,Western Washington: Crowley & Thompson
Boston College: Cheek & Hua,Binghamton: Cohn & Santora
Boston College: Cheek & Hua,Binghamton: Picallo & T. Louis
Boston College: Cheek & Hua,Cornell: Alnasser & Lea
Boston College: Cheek & Hua,Cornell: Lea & Lim
Boston College: Cheek & Hua,Houston: Doratt & Fernandez
Boston College: Cheek & Hua,Navy: Choi & Santiago
Boston College: Cheek & Hua,Northwestern: Avery & Lee
Boston College: Cheek & Hua,NYU: Nakakura & Ziabkin
Boston College: Cheek & Hua,NYU: Nakakura & Ziabkin
Boston College: Conrad & Gleason,George Mason: Matibe & Portalatin
Boston College: Conrad & Gleason,Houston: Aryal & Garrett
Boston College: Conrad & Gleason,Houston: Hoxha & Khan
Boston College: Conrad & Gleason,James Madison: Duong & Duran
Boston College: Conrad & Gleason,NYU: Auquilla & Mittur
Boston College: Datel & Dewhurst,George Mason: Imbimbo & Singh
Boston College: Datel & Dewhurst,Purdue: Joseph & Sidhu
Boston College: Datel & Dewhurst,Rutgers-Newark: Ogundare & St.Clair
Central Oklahoma: Colquitt & Huffman,Baylor: Feinauer & Hudson
Central Oklahoma: Colquitt & Huffman,Binghamton: Ahuja & Marin
Central Oklahoma: Colquitt & Huffman,CSU Fullerton: Burke & White
Central Oklahoma: Colquitt & Huffman,CSU Fullerton: Hernandez & Rosas
Central Oklahoma: Colquitt & Huffman,CSU Fullerton: Hernandez & Rosas
Central Oklahoma: Colquitt & Huffman,Georgetown: Ntangu & Wang
Central Oklahoma: Colquitt & Huffman,Indiana: Gupta & Jasani
Central Oklahoma: Colquitt & Huffman,Iowa: Cavanaugh & Pieropan
Central Oklahoma: Colquitt & Huffman,Johnson County: Babcock & Babcock
Central Oklahoma: Colquitt & Huffman,Kansas: Butler & Fitzpatrick
Central Oklahoma: Colquitt & Huffman,Kansas: Esquivel-Yglesias & Mantis
Central Oklahoma: Colquitt & Huffman,Kansas: Peter & Semrick
Central Oklahoma: Colquitt & Huffman,Kansas: Soper & Woodcock
Central Oklahoma: Colquitt & Huffman,Liberty: Cawston & Posey
Central Oklahoma: Colquitt & Huffman,Liberty: Cazeau & Ramsey
Central Oklahoma: Colquitt & Huffman,Liberty: Copeland & Robinson
Central Oklahoma: Colquitt & Huffman,Liberty: Copeland & Robinson
Central Oklahoma: Colquitt & Huffman,Liberty: Wallenmeyer & Wittstock
Central Oklahoma: Colquitt & Huffman,Minnesota: Davis & Huntimer
Central Oklahoma: Colquitt & Huffman,Minnesota: Prost & Shih
Central Oklahoma: Colquitt & Huffman,Missouri State: Cade & Engelby
Central Oklahoma: Colquitt & Huffman,Missouri State: Cade & Engelby
Central Oklahoma: Colquitt & Huffman,Missouri State: Cade & Wilkinson
Central Oklahoma: Colquitt & Huffman,Missouri State: Kauffman & Reeves
Central Oklahoma: Colquitt & Huffman,Missouri State: Kauffman & Reeves
Central Oklahoma: Colquitt & Huffman,NYU: Hussain & Pierce
Central Oklahoma: Colquitt & Huffman,Oklahoma: Rogers & Spies
Central Oklahoma: Colquitt & Huffman,Rochester: Abdulla & Morbeck
Central Oklahoma: Colquitt & Huffman,Samford: Gregory & Tarnowski
Central Oklahoma: Colquitt & Huffman,Southern California: Jonathan Hayden
Central Oklahoma: Colquitt & Huffman,Southwestern: Arreola & Griffin
Central Oklahoma: Colquitt & Huffman,Trinity: Grimsley & Nelson
Central Oklahoma: Colquitt & Huffman,UT Dallas: Lasseter & Mubarak
Central Oklahoma: Colquitt & Huffman,Wake Forest: Kruger & Taylor
Central Oklahoma: Colquitt & Huffman,Wake Forest: Roark & Smith
Central Oklahoma: Colquitt & Huffman,Weber State: Brunyer & Phelps
Central Oklahoma: Colquitt & Huffman,Western Washington: Allen & Haindfield
Central Oklahoma: Funk & Wendland,UT San Antonio: Umesh & Weathersby
Central Oklahoma: Gardner & Smith,Missouri State: Albright & Roy
Central Oklahoma: Gardner & Smith,Wichita State: Freeman & McManus
Central Oklahoma: Huffman & Smith,Baylor: Darwish & Hudson
Central Oklahoma: Huffman & Smith,Baylor: McClinton & Sturgeon
Central Oklahoma: Huffman & Smith,Dartmouth: Cai & Vazquez Torres
Central Oklahoma: Huffman & Smith,Emporia State: Sims & Vereen
Central Oklahoma: Huffman & Smith,Houston: Johnson & Regassa
Central Oklahoma: Huffman & Smith,Houston: Khan & Yadagiri
Central Oklahoma: Huffman & Smith,Iowa: Cavanaugh & Ella
Central Oklahoma: Huffman & Smith,Kansas: Harker & Pham
Central Oklahoma: Huffman & Smith,Kansas: Harris & Soper
Central Oklahoma: Huffman & Smith,Kansas: Willingham & Yang
Central Oklahoma: Huffman & Smith,Kentucky: Adam & Gabay
Central Oklahoma: Huffman & Smith,Kentucky: McBlain & Williams
Central Oklahoma: Huffman & Smith,Michigan State: Gearring & Scott
Central Oklahoma: Huffman & Smith,Michigan State: Gusis & Miklovis
Central Oklahoma: Huffman & Smith,Michigan: Gies & Mikelson
Central Oklahoma: Huffman & Smith,Minnesota: Anderson McElligott & Kivimaki
Central Oklahoma: Huffman & Smith,NYU: Modi & Theiding
Central Oklahoma: Huffman & Smith,Oklahoma: Houston & Wright
Central Oklahoma: Huffman & Smith,Oklahoma: Smith & Waheed
Central Oklahoma: Huffman & Smith,Oklahoma: Sullivan & Teague
Central Oklahoma: Huffman & Smith,Oklahoma: Sullivan & Teague
Central Oklahoma: Huffman & Smith,Pennsylvania: El-Sharif & Ramesh
Central Oklahoma: Huffman & Smith,Towson: Christ & Tittle
Central Oklahoma: Huffman & Smith,Trinity: Walker & Wilson
Central Oklahoma: Huffman & Smith,Tufts: Li & Stinson
Central Oklahoma: Huffman & Smith,UT Dallas: Karchmer & Sendejas
Central Oklahoma: Huffman & Smith,Wyoming: Lassen & Powers
Central Oklahoma: Huffman & Wendland,Binghamton: Louis & Picallo
Central Oklahoma: Huffman & Wendland,CSU Northridge: Gonzalez & Talavera
Central Oklahoma: Huffman & Wendland,Emporia State: Krambeer & Reed-Valizan
Central Oklahoma: Huffman & Wendland,George Mason: Buckner & Graham
Central Oklahoma: Huffman & Wendland,Gonzaga: Moreno & Morioka
Central Oklahoma: Huffman & Wendland,Harvard: Gilmer-Hill & Mukherjee
Central Oklahoma: Huffman & Wendland,Harvard: Ogbogu & Yeboah
Central Oklahoma: Huffman & Wendland,Houston: Hoxha & Khan
Central Oklahoma: Huffman & Wendland,Houston: Hoxha & Khan
Central Oklahoma: Huffman & Wendland,Houston: Le & Le
Central Oklahoma: Huffman & Wendland,Iowa: Cavanaugh & Namakula
Central Oklahoma: Huffman & Wendland,James Madison: Brown & Conway
Central Oklahoma: Huffman & Wendland,James Madison: Pelletier & Rinehart
Central Oklahoma: Huffman & Wendland,Kansas State: Spond & Turner
Central Oklahoma: Huffman & Wendland,Kansas: Basore & Spiers
Central Oklahoma: Huffman & Wendland,Kansas: Harris & Wilkus
Central Oklahoma: Huffman & Wendland,Kansas: Hines & Zin
Central Oklahoma: Huffman & Wendland,Kansas: Lee & Woodcock
Central Oklahoma: Huffman & Wendland,Kansas: Mantis & Pieropan
Central Oklahoma: Huffman & Wendland,Kansas: Ottinger & Rahaman
Central Oklahoma: Huffman & Wendland,Kansas: Revare & Snow
Central Oklahoma: Huffman & Wendland,Missouri State: Lucas & Reeves
Central Oklahoma: Huffman & Wendland,Missouri State: Lucas & Wilkinson
Central Oklahoma: Huffman & Wendland,Missouri State: Lucas & Wilkinson
Central Oklahoma: Huffman & Wendland,UT Dallas: Jones & Smith
Central Oklahoma: Huffman & Wendland,UT Dallas: Lasseter & Watson
Central Oklahoma: Huffman & Wendland,UT Dallas: Lasseter & Watson
Central Oklahoma: Huffman & Wendland,Western Washington: Haindfield & King
Central Oklahoma: Huffman & Wendland,Wichita State: Hinecker & Phillips
Central Oklahoma: Huffman & Wendland,Wyoming: Campbell & Mitchell
Central Oklahoma: Luke Smith,Kansas: Harker & Sharman
Central Oklahoma: Luke Smith,Missouri State: Campbell & Gelsheimer
Central Oklahoma: Luke Smith,Missouri Valley: Carter & Wilson
Central Oklahoma: Montaudy & Smith,George Mason: Fuchs & Tatum
Central Oklahoma: Montaudy & Smith,George Mason: Jambunathan & Lujan
Central Oklahoma: Montaudy & Smith,Liberty: Dellinger & Megill
Central Oklahoma: Ong & Smith,Oakton: Karsh & Toro
Central Oklahoma: Wendland & Williams,Army: Opron & Shatilenko
Central Oklahoma: Wendland & Williams,Cornell: Jotsinghani & Seielstad
Central Oklahoma: Wendland & Williams,Houston: Bhargav & Hoxha
Central Oklahoma: Wendland & Williams,Houston: Doratt & Fernandez
Central Oklahoma: Wendland & Williams,James Madison: Brown & Rinehart
Central Oklahoma: Wendland & Williams,Kansas: Assaf & Singh
Central Oklahoma: Wendland & Williams,Kansas: Johnson & Kent
Central Oklahoma: Wendland & Williams,Kansas: Kimp & Lee
Central Oklahoma: Wendland & Williams,Kansas: Martinez & McConnell
Central Oklahoma: Wendland & Williams,Kansas: Yang & Ziegelman
Central Oklahoma: Wendland & Williams,Kentucky: Sanjeevan & Stockstill
Central Oklahoma: Wendland & Williams,Northwestern: Agbede & Rubin
Central Oklahoma: Wendland & Williams,NYU: Nakakura & Ziabkin
Central Oklahoma: Wendland & Williams,Oklahoma: Smith & Waheed
Central Oklahoma: Wendland & Williams,Rochester: Lama & Ozcayir
Central Oklahoma: Wendland & Williams,Texas: Blanton & Gu
Central Oklahoma: Wendland & Williams,Texas: Christ & Wang
Central Oklahoma: Wendland & Williams,Tufts: Raman & Stinson
Central Oklahoma: Wendland & Williams,Wake Forest: Leadham & Torguson
Central Oklahoma: Wendland & Williams,Wichita State: Hummingbird & Molina Chavez
Columbia: Alexis & Datel,Harvard: Gilmer-Hill & Mukherjee
Columbia: Alexis & Datel,Kansas State: Spond & Turner
Columbia: Alexis & Datel,Kansas: Basore & Spiers
Columbia: Alexis & Datel,Minnesota: Amundsen & Frese
Columbia: Alexis & Datel,Nebraska-Lincoln: Quick & Wallenburg
Columbia: Alexis & Datel,NYU: Layden & Scott
Columbia: Alexis & Datel,Wyoming: Graham & Lever
Columbia: Alexis & Datel,Wyoming: Mitchell & Swidecki
Columbia: Amadea Datel,Baylor: Feinauer & Hudson
Columbia: Amadea Datel,Baylor: Nguyen & Wyatt
Columbia: Amadea Datel,Kansas: Revare & Snow
Columbia: Amadea Datel,Minnesota: Amundsen & Frese
Columbia: Amadea Datel,Minnesota: Munson & Prost
Columbia: Amadea Datel,Missouri State: Shockley & Wilkinson
Columbia: Amadea Datel,Rutgers-Newark: St.Clair & Toro
Columbia: Amadea Datel,Texas: Healey & Noriega
Columbia: Amadea Datel,UT Dallas: Karchmer & Sendejas
Columbia: Amadea Datel,UT Dallas: Lasseter & Mubarak
Columbia: Amadea Datel,UT Dallas: Lasseter & Mubarak
Columbia: Amadea Datel,UT Dallas: Lasseter & Watson
Columbia: Amadea Datel,Wake Forest: Kruger & Taylor
Columbia: Amadea Datel,Wake Forest: Kruger & Taylor
Columbia: Amadea Datel,Wake Forest: Roark & Smith
Columbia: Clark & Park,Georgetown: Lawless & Ntangu
Columbia: Clark & Park,Indiana: Jasani & Oluwayomi
Columbia: Clark & Park,Minnesota: Phoenix-Flood & Rao
Columbia: Clark & Park,NYU: Hussain & Pierce
Columbia: Clark & Park,UT Dallas: Kolla & Patel
Columbia: Datel & Drake,Army: Gopalakrishna & Tsai
Columbia: Datel & Drake,New School: Butler & Lima Boudakian
Columbia: Datel & Drake,New School: Montaudy & Wilson
Columbia: Datel & Drake,NYU: Berde & Li
Columbia: Datel & Drake,NYU: Hussain & Pierce
Columbia: Datel & Drake,West Virginia: Urse & West
Columbia: Weintraub & Winnick,NYU: Kim & Scott
Columbia: Weintraub & Winnick,NYU: Rosen & Ziabkin
Cornell: Abrams & Li,Army: Drake & Haynes
Cornell: Abrams & Li,Binghamton: Ahuja & Marin
Cornell: Abrams & Li,Binghamton: Peguero & Picallo
Cornell: Abrams & Li,CSU Fullerton: Jensen & Perez
Cornell: Abrams & Li,George Mason: Buckner & Graham
Cornell: Abrams & Li,Kansas State: Thoeni & Turner
Cornell: Abrams & Li,NYU: Doppalapudi & Karavadi
Cornell: Abrams & Li,NYU: Hussain & Pierce
Cornell: Abrams & Li,NYU: Hussain & Pierce
Cornell: Abrams & Li,NYU: Kim & Scott
Cornell: Abrams & Li,NYU: Rosen & Ziabkin
Cornell: Abrams & Li,UT San Antonio: Umesh & Weathersby
Cornell: Abrams & Li,Wyoming: Powers & Radcliffe
Cornell: Alnasser & Lea,Binghamton: Jimenez & Trudell
Cornell: Alnasser & Lea,Binghamton: Stiller & Wang
Cornell: Alnasser & Lea,Binghamton: Treulich & Whitefield
Cornell: Alnasser & Lea,Boston College: Cheek & Hua
Cornell: Alnasser & Lea,Missouri State: Abdelhakiem & Granger
Cornell: Alnasser & Lea,New School: Kaase & Oquendo
Cornell: Alnasser & Lea,Rochester: Cheng & Hoang
Cornell: Baskin & Casella,Army: Sandford & Story
Cornell: Baskin & Casella,Rochester: Emrich & Nie
Cornell: Cai & Wade,Baylor: Nguyen & Wyatt
Cornell: Cai & Wade,Johnson County: Babcock & Babcock
Cornell: Cai & Wade,Kansas: Guyot & Zin
Cornell: Cai & Wade,Michigan State: Koster & Scott
Cornell: Cai & Wade,New School: Butler & Lima Boudakian
Cornell: Cai & Wade,Wayne State: Mckenzie & Roumayah
Cornell: Davis & Merrill,NYU: Hussain & Pierce
Cornell: Geller & Li,Boston College: Carter & Cheek
Cornell: Geller & Li,New School: Butler & Lima Boudakian
Cornell: Gunendran & Jotsinghani,Army: McGee & Shatilenko
Cornell: Gunendran & Jotsinghani,Army: Sandford & Story
Cornell: Gunendran & Jotsinghani,Baylor: Chatur & Keeler
Cornell: Gunendran & Jotsinghani,Binghamton: King & Treulich
